parlamentarier_anzeige_name	parlamentarier_id	parlamentarier_nachname	parlamentarier_vorname	parlamentarier_zweiter_vorname	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	interessenbindung_beschreibung	interessenbindung_von	interessenbindung_bis	interessenbindung_art	interessenbindung_funktion_im_gremium	interessenbindung_deklarationstyp	interessenbindung_status	interessenbindung_hauptberuflich	interessenbindung_behoerden_vertreter	interessenbindung_wirksamkeit	organisation_id	verguetung	verguetung_jahr	verguetung_beschreibung	organisation_name_de	organisation_uid	organisation_name_fr	organisation_ort	organisation_rechtsform	organisation_rechtsform_handelsregister	organisation_rechtsform_zefix	organisation_typ	organisation_vernehmlassung	organisation_interessengruppe1	organisation_interessengruppe1_branche	organisation_interessengruppe1_branche_kommission_abkuerzung	organisation_interessengruppe2	organisation_interessengruppe2_branche	organisation_interessengruppe2_branche_kommission_abkuerzung	organisation_interessengruppe3	organisation_interessengruppe3_branche	organisation_interessengruppe3_branche_kommission_abkuerzung
"Chevalley, Isabelle"	67	"Chevalley"	"Isabelle"		"NR"	"VD"	"GLP"	"GL"	"UREK-NR, WBK-NR"	2011-12-05		"F"	1972-04-13	4108	3604	"fr"	"fr"	"Mitglied"	2021-03-29		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	7924				"Für die Zukunft der Bilateralen"		"pour un avenir des relations bilatérales"		"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Pro EU"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"		2020-12-04		"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"hoch"	365	"0"	2021	"Ehrenamtlich"	"Aktion für eine unabhängige und neutrale Schweiz (AUNS)"	"CHE-108.312.426"	"Action pour une Suisse indépendante et neutre (ASIN)"	"Bern"	"Verein"	0109		"EinzelOrganisation,dezidierteLobby"	"punktuell"	"EU-Gegner"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	577				"Pflege"		"Soins"	"Bern 13"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Pflege"	"Gesundheit"	"SGK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"				"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"hoch"	1365	"0"	2021	"Ehrenamtlich"	"Helvetia Latina"			"Bern 7"	"Verein"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Kulturinstitutionen"	"Kultur"	"WBK"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"			
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1622				"Tourismus PGT"		"Tourisme GPT"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Tourismus/Gastronomie"	"Wirtschaft"	"WAK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1751				"Sport"		"Sport"	"Ittigen"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Sport allgemein"	"Sport"	"WBK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2855				"Mehrsprachigkeit CH"		"Plurilinguisme CH"	"Lenzburg"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Kulturförderung"	"Kultur"	"WBK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Co-Präsidium"	2020-06-09		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2899				"Wohn- und Grundeigentum"		"Propriété immobilière et foncière"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Gründungsmitglied"			"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	3694	"0"	2021	"Ehrenamtlich"	"Associazione Generazioni & Sinergie"			"Lugano"	"Verein"			"EinzelOrganisation"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5047				"Weinbau"		"Vitivinicole"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Weinbau, Bier und Spirituosen"	"Landwirtschaft"	"WAK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5151				"Italianità"		"Italianità"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5189				"Altersfragen"		"Questions relatives à la vieillesse"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5204				"BVG"		"LPP"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Sozialversicherungen"	"Soziale Sicherheit"	"SGK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"		2017-05-26		"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	5560	"0"	2021	"Ehrenamtlich"	"Fondazione Pro Infantia"	"CHE-199.826.759"		"Grono"	"Stiftung"	0110	7	"EinzelOrganisation,MitgliedsOrganisation"	"nie"	"Kinder/Jugend"	"Soziale Sicherheit"	"SGK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"		2017-10-27		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	5561	"0"	2021	"Ehrenamtlich"	"Associazione Proprietari Fondiari, Sezione Ticino APF-HEV Ticino"	"CHE-115.119.366"		"Paradiso"	"Verein"	0109	6	"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"punktuell"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5728				"Für ein freiheitliches Waffenrecht"		"Pour un droit libéral sur les armes"	"Bern 8"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Militär"	"Sicherheit"	"SiK"	"EU-Gegner"	"Aussenpolitik/Aussenwirtschaft"	"APK"			
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5978				"Wirtschafts- und währungspolitischer Arbeitskreis"		"Intergroupe parlementaire Politique économique et monétaire"	"Basel"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Banken"	"Wirtschaft"	"WAK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6068				"Kinder- und Jugendmedizin"		"Médecine pédiatrique"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Arztmedizin"	"Gesundheit"	"SGK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6354				"Bienen"		"Abeilles"	"Appenzell"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Umwelt & Natur"	"Umwelt"	"UREK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Mitglied Groupe de réflexion"			"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	6445	1	2021		"Groupe Mutuel Holding SA"	"CHE-380.572.440"	"Groupe Mutuel Holding AG"	"Martigny"	"AG"	0106	3	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Krankenkassen"	"Gesundheit"	"SGK"	"Versicherungen"	"Wirtschaft"	"WAK"			
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	6528	"0"	2021	"Ehrenamtlich"	"Lugano Istituti Sociali"	"CHE-371.802.285"		"Pregassona"	"Oeffentlich-rechtlich"	0117	8	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6717	"0"	2021	"Ehrenamtlich"	"Winterhilfe Ticino"			"Manno"	"Verein"			"MitgliedsOrganisation,LeistungsErbringer"	"nie"	"Hilfswerke"	"Soziale Sicherheit"	"SGK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	7117	1	2021	"Bezahlt"	"Foundation for Cardiological Research and Education - FCRE"	"CHE-323.403.988"		"Lugano"	"Stiftung"	0110	7	"EinzelOrganisation"	"nie"	"Arztmedizin"	"Gesundheit"	"SGK"						
"Chiesa, Marco"	275	"Chiesa"	"Marco"		"SR"	"TI"	"SVP"	"V"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	2015-11-30		"M"	1974-10-10	4159	3067	"it"	"fr"	"Berater und Gesellschafter"	2020-08-27		"gesellschafter"		"deklarationspflichtig"	"deklariert"	1		"tief"	7774	"0"	2021	"Ehrenamtlich"	"Ticiconsult Sagl"	"CHE-243.860.911"		"Pregassona"	"GmbH"	0107	4	"EinzelOrganisation"	"nie"	"Advokaturen/Treuhand"	"Wirtschaft"	"WAK"	"Consulting/PR"	"Wirtschaft"	"WAK"			
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"		2020-12-04		"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	204	"0"	2021	"Ehrenamtlich"	"Gen Suisse - Schweizerische Stiftung für Gentechnik"	"CHE-109.599.992"		"Zürich"	"Stiftung"	0110	7	"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Biotech"	"Wirtschaft"	"WAK"						
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1751				"Sport"		"Sport"	"Ittigen"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Sport allgemein"	"Sport"	"WBK"						
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2124				"Bildung, Forschung und Innovation"		"Formation, recherche et innovation"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Biotech"	"Wirtschaft"	"WAK"	"Pharma"	"Gesundheit"	"SGK"			
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	2227				"Grünliberale Partei Schweiz"	"CHE-392.324.848"	"Parti vert'libéral Suisse"	"Bern"	"Verein"	0109		"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"immer"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2677				"Medien und Kommerzielle Kommunikation"		"Médias et Communication commerciale"	"Zürich"	"Parlamentarische Gruppe"			"dezidierteLobby"	"nie"	"Medien allgemein"	"Kommunikation"	"KVF"						
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3589				"Elektromobilität"		"Mobilité électrique"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Individualverkehr"	"Verkehr"	"KVF"						
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	4247				"Frauengruppe"		"Femmes"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Gleichstellung"	"Soziale Sicherheit"	"SGK"						
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"	"Mitglied Beirat"			"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	4871	"0"	2021		"SUISSEDIGITAL VERBAND FÜR KOMMUNIKATIONSNETZE"	"CHE-108.029.516"		"Bern"	"Verein"	0109	6	"DachOrganisation,dezidierteLobby"	"punktuell"	"Dienstleister Kommunikation"	"Kommunikation"	"KVF"						
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	6788				"Grünliberale Partei Basel-Stadt"			"Basel"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation"	"nie"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"				"taetig"		"deklarationspflichtig"	"deklariert"	1		"tief"	6790	1	2021		"BALEX AG"	"CHE-114.841.880"		"Basel"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Advokaturen/Treuhand"	"Wirtschaft"	"WAK"						
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	7516	"0"	2021	"Ehrenamtlich"	"Stiftung Kunst für den Tropenwald"	"CHE-109.657.023"		"Basel"	"Stiftung"	0110	7	"EinzelOrganisation"	"nie"	"Umwelt & Natur"	"Umwelt"	"UREK"						
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"	"Mitglied Politischer Beirat"			"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	7517	"0"	2021	"Ehrenamtlich"	"SmartCity Alliance"	"CHE-323.595.623"			"Verein"	0109		"EinzelOrganisation,dezidierteLobby"	"nie"	"IT"	"Wirtschaft"	"WAK"	"Cleantech"	"Wirtschaft"	"WAK"			
"Christ, Katja"	369	"Christ"	"Katja"		"NR"	"BS"	"GLP"	"GL"	"GPK-NR, KVF-NR"	2019-12-01		"F"	1972-08-01	4252	3144	"de"	"de"	"Co-Präsidium"	2021-03-29		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	7925				"Klima"		"Climat"	"Genève"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Klima"	"Umwelt"	"UREK"						
"Clivaz, Christophe"	383	"Clivaz"	"Christophe"		"NR"	"VS"	"Grüne"	"G"	"UREK-NR"	2019-10-20		"M"	1969-01-07	4253	3145	"fr"	"fr"	"Assoziierter Professor, Institut für Geographie und Nachhaltigkeit in Sion / Verantwortlicher CAS UNIL Tourismus, Innovation und Nachhaltigkeit"			"taetig"		"deklarationspflichtig"	"deklariert"	1		"mittel"	425	1	2021		"Université de Lausanne"	"CHE-136.500.832"	"Université de Lausanne"	"Lausanne"	"Staatlich"	0224		"DachOrganisation,LeistungsErbringer"	"immer"	"Bildung/Wissenschaft"	"Bildung"	"WBK"						
"Clivaz, Christophe"	383	"Clivaz"	"Christophe"		"NR"	"VS"	"Grüne"	"G"	"UREK-NR"	2019-10-20		"M"	1969-01-07	4253	3145	"fr"	"fr"		2020-12-04		"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"J"	"hoch"	583	"0"	2021	"Ehrenamtlich"	"Stiftung Landschaftsschutz Schweiz"	"CHE-107.818.427"	"FP Fondation suisse pour la protection et l'aménagement du paysage"	"Bern"	"Stiftung"	0110	7	"MitgliedsOrganisation,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"						
"Clivaz, Christophe"	383	"Clivaz"	"Christophe"		"NR"	"VS"	"Grüne"	"G"	"UREK-NR"	2019-10-20		"M"	1969-01-07	4253	3145	"fr"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	637				"Biodiversität und Artenschutz"		"Biodiversité et gestion des espèces"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"						
"Clivaz, Christophe"	383	"Clivaz"	"Christophe"		"NR"	"VS"	"Grüne"	"G"	"UREK-NR"	2019-10-20		"M"	1969-01-07	4253	3145	"fr"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1505				"Erneuerbare Energien"		"Énergies renouvelables"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Alternativenergie"	"Energie"	"UREK"						
"Clivaz, Christophe"	383	"Clivaz"	"Christophe"		"NR"	"VS"	"Grüne"	"G"	"UREK-NR"	2019-10-20		"M"	1969-01-07	4253	3145	"fr"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1622				"Tourismus PGT"		"Tourisme GPT"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Tourismus/Gastronomie"	"Wirtschaft"	"WAK"						
"Clivaz, Christophe"	383	"Clivaz"	"Christophe"		"NR"	"VS"	"Grüne"	"G"	"UREK-NR"	2019-10-20		"M"	1969-01-07	4253	3145	"fr"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1623				"Lateinische Konsumfragen"		"Latin Consommation"	"Lausanne"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Konsumentenschutz"	"Wirtschaft"	"WAK"						
"Clivaz, Christophe"	383	"Clivaz"	"Christophe"		"NR"	"VS"	"Grüne"	"G"	"UREK-NR"	2019-10-20		"M"	1969-01-07	4253	3145	"fr"	"fr"	"Experte"	2020-12-04		"taetig"		"deklarationspflichtig"	"deklariert"	"0"		"mittel"	1833	1	2021	"Bezahlt"	"Bundesamt für Umwelt (BAFU)"	"CHE-449.312.098"		"Ittigen"	"Staatlich"	0220		"EinzelOrganisation,LeistungsErbringer"	"punktuell"	"Umwelt allgemein"	"Umwelt"	"UREK"						
"Clivaz, Christophe"	383	"Clivaz"	"Christophe"		"NR"	"VS"	"Grüne"	"G"	"UREK-NR"	2019-10-20		"M"	1969-01-07	4253	3145	"fr"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2020				"Bergbevölkerung"		"Montagne"	"Bern"	"Parlamentarische Gruppe"			"dezidierteLobby"	"nie"	"Berggebiete"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Clivaz, Christophe"	383	"Clivaz"	"Christophe"		"NR"	"VS"	"Grüne"	"G"	"UREK-NR"	2019-10-20		"M"	1969-01-07	4253	3145	"fr"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2124				"Bildung, Forschung und Innovation"		"Formation, recherche et innovation"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Biotech"	"Wirtschaft"	"WAK"	"Pharma"	"Gesundheit"	"SGK"			
"Clivaz, Christophe"	383	"Clivaz"	"Christophe"		"NR"	"VS"	"Grüne"	"G"	"UREK-NR"	2019-10-20		"M"	1969-01-07	4253	3145	"fr"	"fr"	"Mitglied"	2021-11-01		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2548				"Friedensförderung"		"Consolidation de la paix"	"Basel"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Friedensförderung/Menschenrechte"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Clivaz, Christophe"	383	"Clivaz"	"Christophe"		"NR"	"VS"	"Grüne"	"G"	"UREK-NR"	2019-10-20		"M"	1969-01-07	4253	3145	"fr"	"fr"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	4958				"Raumentwicklung"		"Développement territorial"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Raumplanung"	"Umwelt"	"UREK"						
